#,date,home_team,away_team,home_score,away_score,tournament,country,home,margin
828,6/7/2019,Sweden,Malta,3,0,European Championship qual,Sweden,1,3
829,6/7/2019,Norway,Romania,2,2,European Championship qual,Norway,1,0
830,6/7/2019,Lithuania,Luxembourg,1,1,European Championship qual,Lithuania,1,0
831,6/7/2019,Denmark,Ireland,1,1,European Championship qual,Denmark,1,0
832,6/7/2019,North Macedonia,Poland,0,1,European Championship qual,North Macedonia,1,-1
833,6/7/2019,Faroe Islands,Spain,1,4,European Championship qual,Faroe Islands,1,-3
834,6/7/2019,Latvia,Israel,0,3,European Championship qual,Latvia,1,-3
835,6/7/2019,Czechia,Bulgaria,2,1,European Championship qual,Czechia,1,1
836,6/7/2019,Ukraine,Serbia,5,0,European Championship qual,Ukraine,1,5
837,6/7/2019,Montenegro,Kosovo,1,1,European Championship qual,Montenegro,1,0
838,6/7/2019,Georgia,Gibraltar,3,0,European Championship qual,Georgia,1,3
839,6/8/2019,Thailand,India,0,1,King's Cup,Thailand,1,-1
840,6/8/2019,Curaçao,Vietnam,1,1,King's Cup,Thailand,0,0
841,6/8/2019,Singapore,Solomon Islands,4,3,Friendly,Singapore,1,1
842,6/8/2019,Nigeria,Zimbabwe,0,0,Friendly,Nigeria,1,0
843,6/8/2019,Zambia,Botswana,1,0,COSAFA Cup,South Africa,0,1
844,6/8/2019,Angola,Guinea-Bissau,2,0,Friendly,Portugal,0,2
845,6/8/2019,Scotland,Cyprus,2,1,European Championship qual,Scotland,1,1
846,6/8/2019,Croatia,Wales,2,1,European Championship qual,Croatia,1,1
847,6/8/2019,Estonia,Northern Ireland,1,2,European Championship qual,Estonia,1,-1
848,6/8/2019,Azerbaijan,Hungary,1,3,European Championship qual,Azerbaijan,1,-2
849,6/8/2019,Belgium,Kazakhstan,3,0,European Championship qual,Belgium,1,3
850,6/8/2019,Turkey,France,2,0,European Championship qual,Turkey,1,2
851,6/8/2019,Belarus,Germany,0,2,European Championship qual,Belarus,1,-2
852,6/8/2019,Greece,Italy,0,3,European Championship qual,Greece,1,-3
853,6/8/2019,Finland,Bosnia and Herzegovina,2,0,European Championship qual,Finland,1,2
854,6/8/2019,Russia,San Marino,9,0,European Championship qual,Russia,1,9
855,6/8/2019,Iceland,Albania,1,0,European Championship qual,Iceland,1,1
856,6/8/2019,Moldova,Andorra,1,0,European Championship qual,Moldova,1,1
857,6/8/2019,Armenia,Liechtenstein,3,0,European Championship qual,Armenia,1,3
858,6/9/2019,Japan,El Salvador,2,0,Friendly,Japan,1,2
859,6/9/2019,Turkmenistan,Uganda,0,0,Friendly,United Arab Emirates,0,0
860,6/9/2019,Cameroon,Zambia,2,1,Friendly,Spain,0,1
861,6/9/2019,Burkina Faso,DR Congo,0,0,Friendly,Spain,0,0
862,6/9/2019,Namibia,Ghana,1,0,Friendly,United Arab Emirates,0,1
863,6/9/2019,United States,Venezuela,0,3,Friendly,United States,1,-3
864,6/9/2019,Paraguay,Guatemala,2,0,Friendly,Paraguay,1,2
865,6/9/2019,Mexico,Ecuador,3,2,Friendly,United States,0,1
866,6/9/2019,Brazil,Honduras,7,0,Friendly,Brazil,1,7
867,6/9/2019,Peru,Colombia,0,3,Friendly,Peru,1,-3
868,6/9/2019,England,Switzerland,0,0,European Nations League,Portugal,0,0
869,6/9/2019,Portugal,Netherlands,1,0,European Nations League,Portugal,1,1
870,6/10/2019,Canada,Trinidad and Tobago,2,0,Friendly,United States,0,2
871,6/10/2019,Vanuatu,Fiji,0,0,Friendly tournament,Vanuatu,1,0
872,6/10/2019,North Macedonia,Austria,1,4,European Championship qual,North Macedonia,1,-3
873,6/10/2019,Spain,Sweden,3,0,European Championship qual,Spain,1,3
874,6/10/2019,Faroe Islands,Norway,0,2,European Championship qual,Faroe Islands,1,-2
875,6/10/2019,Ukraine,Luxembourg,1,0,European Championship qual,Ukraine,1,1
876,6/10/2019,Denmark,Georgia,5,1,European Championship qual,Denmark,1,4
877,6/10/2019,Poland,Israel,4,0,European Championship qual,Poland,1,4
878,6/10/2019,Malta,Romania,0,4,European Championship qual,Malta,1,-4
879,6/10/2019,Latvia,Slovenia,0,5,European Championship qual,Latvia,1,-5
880,6/10/2019,Serbia,Lithuania,4,1,European Championship qual,Serbia,1,3
881,6/10/2019,Bulgaria,Kosovo,2,3,European Championship qual,Bulgaria,1,-1
882,6/10/2019,Ireland,Gibraltar,2,0,European Championship qual,Ireland,1,2
883,6/10/2019,Czechia,Montenegro,3,0,European Championship qual,Czechia,1,3
884,6/11/2019,China,Tajikistan,1,0,Friendly,China,1,1
885,6/11/2019,Jordan,Indonesia,4,1,Friendly,Jordan,1,3
886,6/11/2019,South Korea,Iran,1,1,Friendly,South Korea,1,0
887,6/11/2019,Brunei,Mongolia,2,1,World Cup and Asian Cup qual,Brunei,1,1
888,6/11/2019,Uzbekistan,Syria,2,0,Friendly,Uzbekistan,1,2
889,6/11/2019,Hong Kong,Taiwan,0,2,Friendly,Hong Kong,1,-2
890,6/11/2019,Singapore,Myanmar,1,2,Friendly,Singapore,1,-1
891,6/11/2019,Cambodia,Pakistan,2,1,World Cup and Asian Cup qual,Qatar,0,1
892,6/11/2019,Malaysia,East Timor,5,1,World Cup qualifier,Malaysia,1,4
893,6/11/2019,Kyrgyzstan,Palestine,2,2,Friendly,Kyrgyzstan,1,0
894,6/11/2019,Bangladesh,Laos,0,0,World Cup and Asian Cup qual,Bangladesh,1,0
895,6/11/2019,Guam,Bhutan,5,0,World Cup and Asian Cup qual,Guam,1,5
896,6/11/2019,Algeria,Burundi,1,1,Friendly,Qatar,0,0
897,6/11/2019,Croatia,Tunisia,1,2,Friendly,Croatia,1,-1
898,6/11/2019,Benin,Guinea,1,0,Friendly,Morocco,0,1
899,6/11/2019,Haiti,Guyana,3,1,Friendly,Costa Rica,0,2
900,6/11/2019,Belgium,Scotland,3,0,European Championship qual,Belgium,1,3
901,6/11/2019,Hungary,Wales,1,0,European Championship qual,Hungary,1,1
902,6/11/2019,Belarus,Northern Ireland,0,1,European Championship qual,Belarus,1,-1
903,6/11/2019,Andorra,France,0,4,European Championship qual,Andorra,1,-4
904,6/11/2019,Germany,Estonia,8,0,European Championship qual,Germany,1,8
905,6/11/2019,Italy,Bosnia and Herzegovina,2,1,European Championship qual,Italy,1,1
906,6/11/2019,Liechtenstein,Finland,0,2,European Championship qual,Liechtenstein,1,-2
907,6/11/2019,Russia,Cyprus,1,0,European Championship qual,Russia,1,1
908,6/11/2019,Iceland,Turkey,2,1,European Championship qual,Iceland,1,1
909,6/11/2019,Greece,Armenia,2,3,European Championship qual,Greece,1,-1
910,6/11/2019,Azerbaijan,Slovakia,1,5,European Championship qual,Azerbaijan,1,-4
911,6/11/2019,Albania,Moldova,2,0,European Championship qual,Albania,1,2
912,6/11/2019,Kazakhstan,San Marino,4,0,European Championship qual,Kazakhstan,1,4
913,6/12/2019,Morocco,Gambia,0,1,Friendly,Morocco,1,-1
914,6/13/2019,Egypt,Tanzania,1,0,Friendly,Egypt,1,1
915,6/14/2019,Mauritania,Madagascar,3,1,Friendly,Morocco,0,2
916,6/14/2019,Cameroon,Mali,1,1,Friendly,Qatar,0,0
917,6/14/2019,Brazil,Bolivia,3,0,Copa America,Brazil,1,3
918,6/15/2019,Indonesia,Vanuatu,6,0,Friendly,Indonesia,1,6
919,6/15/2019,Ghana,South Africa,0,0,Friendly,United Arab Emirates,0,0
920,6/15/2019,DR Congo,Kenya,1,1,Friendly,Spain,0,0
921,6/15/2019,Uganda,Ivory Coast,1,0,Friendly,United Arab Emirates,0,1
922,6/15/2019,Canada,Martinique,4,0,CONCACAF Championship,United States,0,4
923,6/15/2019,Mexico,Cuba,7,0,CONCACAF Championship,United States,0,7
924,6/15/2019,Colombia,Argentina,2,0,Copa America,Brazil,0,2
925,6/15/2019,Peru,Venezuela,0,0,Copa America,Brazil,0,0
926,6/16/2019,Paraguay,Qatar,2,2,Copa America,Brazil,0,0
927,6/16/2019,Egypt,Guinea,3,1,Friendly,Egypt,1,2
928,6/16/2019,Tanzania,Zimbabwe,1,1,Friendly,Egypt,0,0
929,6/16/2019,Morocco,Zambia,2,3,Friendly,Morocco,1,-1
930,6/16/2019,Senegal,Nigeria,1,0,Friendly,Egypt,0,1
931,6/16/2019,Algeria,Mali,3,2,Friendly,Qatar,0,1
932,6/16/2019,Costa Rica,Nicaragua,4,0,CONCACAF Championship,Costa Rica,1,4
933,6/16/2019,Haiti,Bermuda,2,1,CONCACAF Championship,Costa Rica,0,1
934,6/16/2019,Uruguay,Ecuador,4,0,Copa America,Brazil,0,4
935,6/17/2019,Chile,Japan,4,0,Copa America,Brazil,0,4
936,6/17/2019,Tunisia,Burundi,2,1,Friendly,Tunisia,1,1
937,6/17/2019,El Salvador,Curaçao,1,0,CONCACAF Championship,Jamaica,0,1
938,6/17/2019,Jamaica,Honduras,3,2,CONCACAF Championship,Jamaica,1,1
939,6/18/2019,Benin,Mauritania,3,1,Friendly,Morocco,0,2
940,6/18/2019,United States,Guyana,4,0,CONCACAF Championship,United States,1,4
941,6/18/2019,Panama,Trinidad and Tobago,2,0,CONCACAF Championship,United States,0,2
942,6/18/2019,Brazil,Venezuela,0,0,Copa America,Brazil,1,0
943,6/18/2019,Peru,Bolivia,3,1,Copa America,Brazil,0,2
944,6/19/2019,Colombia,Qatar,1,0,Copa America,Brazil,0,1
945,6/19/2019,Ivory Coast,Zambia,4,1,Friendly,United Arab Emirates,0,3
946,6/19/2019,Mexico,Canada,3,1,CONCACAF Championship,United States,0,2
947,6/19/2019,Martinique,Cuba,3,0,CONCACAF Championship,United States,0,3
948,6/19/2019,Argentina,Paraguay,1,1,Copa America,Brazil,0,0
949,6/20/2019,Japan,Uruguay,2,2,Copa America,Brazil,0,0
950,6/20/2019,Costa Rica,Bermuda,2,1,CONCACAF Championship,United States,0,1
951,6/20/2019,Haiti,Nicaragua,2,0,CONCACAF Championship,United States,0,2
952,6/21/2019,Egypt,Zimbabwe,1,0,African Nations Cup,Egypt,1,1
953,6/21/2019,El Salvador,Jamaica,0,0,CONCACAF Championship,United States,0,0
954,6/21/2019,Curaçao,Honduras,1,0,CONCACAF Championship,United States,0,1
955,6/21/2019,Chile,Ecuador,2,1,Copa America,Brazil,0,1
956,6/22/2019,Uganda,DR Congo,2,0,African Nations Cup,Egypt,0,2
957,6/22/2019,Guinea,Madagascar,2,2,African Nations Cup,Egypt,0,0
958,6/22/2019,Nigeria,Burundi,1,0,African Nations Cup,Egypt,0,1
959,6/22/2019,United States,Trinidad and Tobago,6,0,CONCACAF Championship,United States,1,6
960,6/22/2019,Panama,Guyana,4,2,CONCACAF Championship,United States,0,2
961,6/22/2019,Brazil,Peru,5,0,Copa America,Brazil,1,5
962,6/22/2019,Venezuela,Bolivia,3,1,Copa America,Brazil,0,2
963,6/23/2019,Argentina,Qatar,2,0,Copa America,Brazil,0,2
964,6/23/2019,Algeria,Kenya,2,0,African Nations Cup,Egypt,0,2
965,6/23/2019,Senegal,Tanzania,2,0,African Nations Cup,Egypt,0,2
966,6/23/2019,Morocco,Namibia,1,0,African Nations Cup,Egypt,0,1
967,6/23/2019,Canada,Cuba,7,0,CONCACAF Championship,United States,0,7
968,6/23/2019,Mexico,Martinique,3,2,CONCACAF Championship,United States,0,1
969,6/23/2019,Colombia,Paraguay,1,0,Copa America,Brazil,0,1
970,6/24/2019,Ecuador,Japan,1,1,Copa America,Brazil,0,0
971,6/24/2019,Ivory Coast,South Africa,1,0,African Nations Cup,Egypt,0,1
972,6/24/2019,Angola,Tunisia,1,1,African Nations Cup,Egypt,0,0
973,6/24/2019,Mali,Mauritania,4,1,African Nations Cup,Egypt,0,3
974,6/24/2019,Haiti,Costa Rica,2,1,CONCACAF Championship,United States,0,1
975,6/24/2019,Bermuda,Nicaragua,2,0,CONCACAF Championship,United States,0,2
976,6/24/2019,Uruguay,Chile,1,0,Copa America,Brazil,0,1
977,6/25/2019,Benin,Ghana,2,2,African Nations Cup,Egypt,0,0
978,6/25/2019,Cameroon,Guinea-Bissau,2,0,African Nations Cup,Egypt,0,2
979,6/25/2019,Honduras,El Salvador,4,0,CONCACAF Championship,United States,0,4
980,6/25/2019,Curaçao,Jamaica,1,1,CONCACAF Championship,United States,0,0
981,6/26/2019,Egypt,DR Congo,2,0,African Nations Cup,Egypt,1,2
982,6/26/2019,Uganda,Zimbabwe,1,1,African Nations Cup,Egypt,0,0
983,6/26/2019,Nigeria,Guinea,1,0,African Nations Cup,Egypt,0,1
984,6/26/2019,United States,Panama,1,0,CONCACAF Championship,United States,1,1
985,6/26/2019,Guyana,Trinidad and Tobago,1,1,CONCACAF Championship,United States,0,0
986,6/27/2019,Kenya,Tanzania,3,2,African Nations Cup,Egypt,0,1
987,6/27/2019,Madagascar,Burundi,1,0,African Nations Cup,Egypt,0,1
988,6/27/2019,Algeria,Senegal,1,0,African Nations Cup,Egypt,0,1
989,6/27/2019,Brazil,Paraguay,0,0,Copa America,Brazil,1,0
990,6/28/2019,South Africa,Namibia,1,0,African Nations Cup,Egypt,0,1
991,6/28/2019,Mali,Tunisia,1,1,African Nations Cup,Egypt,0,0
992,6/28/2019,Morocco,Ivory Coast,1,0,African Nations Cup,Egypt,0,1
993,6/28/2019,Argentina,Venezuela,2,0,Copa America,Brazil,0,2
994,6/28/2019,Chile,Colombia,0,0,Copa America,Brazil,0,0
995,6/29/2019,Cameroon,Ghana,0,0,African Nations Cup,Egypt,0,0
996,6/29/2019,Benin,Guinea-Bissau,0,0,African Nations Cup,Egypt,0,0
997,6/29/2019,Angola,Mauritania,0,0,African Nations Cup,Egypt,0,0
998,6/29/2019,Haiti,Canada,3,2,CONCACAF Championship,United States,0,1
999,6/29/2019,Costa Rica,Mexico,1,1,CONCACAF Championship,United States,0,0
1000,6/29/2019,Peru,Uruguay,0,0,Copa America,Brazil,0,0
1001,6/30/2019,Egypt,Uganda,2,0,African Nations Cup,Egypt,1,2
1002,6/30/2019,DR Congo,Zimbabwe,4,0,African Nations Cup,Egypt,0,4
1003,6/30/2019,Madagascar,Nigeria,2,0,African Nations Cup,Egypt,0,2
1004,6/30/2019,Guinea,Burundi,2,0,African Nations Cup,Egypt,0,2
1005,6/30/2019,United States,Curaçao,1,0,CONCACAF Championship,United States,1,1
1006,6/30/2019,Jamaica,Panama,1,0,CONCACAF Championship,United States,0,1
1007,7/1/2019,Morocco,South Africa,1,0,African Nations Cup,Egypt,0,1
1008,7/1/2019,Senegal,Kenya,3,0,African Nations Cup,Egypt,0,3
1009,7/1/2019,Algeria,Tanzania,3,0,African Nations Cup,Egypt,0,3
1010,7/1/2019,Ivory Coast,Namibia,4,1,African Nations Cup,Egypt,0,3
1011,7/2/2019,Ghana,Guinea-Bissau,2,0,African Nations Cup,Egypt,0,2
1012,7/2/2019,Mauritania,Tunisia,0,0,African Nations Cup,Egypt,0,0
1013,7/2/2019,Benin,Cameroon,0,0,African Nations Cup,Egypt,0,0
1014,7/2/2019,Mali,Angola,1,0,African Nations Cup,Egypt,0,1
1015,7/2/2019,Mexico,Haiti,1,0,CONCACAF Championship,United States,0,1
1016,7/2/2019,Brazil,Argentina,2,0,Copa America,Brazil,1,2
1017,7/3/2019,United States,Jamaica,3,1,CONCACAF Championship,United States,1,2
1018,7/3/2019,Peru,Chile,3,0,Copa America,Brazil,0,3
1019,7/5/2019,Senegal,Uganda,1,0,African Nations Cup,Egypt,0,1
1020,7/5/2019,Benin,Morocco,1,1,African Nations Cup,Egypt,0,0
1021,7/6/2019,Egypt,South Africa,0,1,African Nations Cup,Egypt,1,-1
1022,7/6/2019,Nigeria,Cameroon,3,2,African Nations Cup,Egypt,0,1
1023,7/6/2019,Argentina,Chile,2,1,Copa America,Brazil,0,1
1024,7/7/2019,India,Tajikistan,2,4,Friendly tournament,India,1,-2
1025,7/7/2019,DR Congo,Madagascar,2,2,African Nations Cup,Egypt,0,0
1026,7/7/2019,Algeria,Guinea,3,0,African Nations Cup,Egypt,0,3
1027,7/7/2019,United States,Mexico,0,1,CONCACAF Championship,United States,1,-1
1028,7/7/2019,Brazil,Peru,3,1,Copa America,Brazil,1,2
1029,7/8/2019,Syria,North Korea,5,2,Friendly tournament,India,0,3
1030,7/8/2019,Ghana,Tunisia,1,1,African Nations Cup,Egypt,0,0
1031,7/8/2019,Ivory Coast,Mali,1,0,African Nations Cup,Egypt,0,1
1032,7/8/2019,New Caledonia,Eastern Samoa,5,0,Pacific Games,Samoa,0,5
1033,7/8/2019,Fiji,Tahiti,2,1,Pacific Games,Samoa,0,1
1034,7/8/2019,Samoa,Papua New Guinea,0,6,Pacific Games,Samoa,1,-6
1035,7/8/2019,Solomon Islands,Tuvalu,13,0,Pacific Games,Samoa,0,13
1036,7/10/2019,Tajikistan,Syria,2,0,Friendly tournament,India,0,2
1037,7/10/2019,Nigeria,South Africa,2,1,African Nations Cup,Egypt,0,1
1038,7/10/2019,Senegal,Benin,1,0,African Nations Cup,Egypt,0,1
1039,7/10/2019,New Caledonia,Solomon Islands,2,0,Pacific Games,Samoa,0,2
1040,7/10/2019,Papua New Guinea,Vanuatu,2,0,Pacific Games,Samoa,0,2
1041,7/10/2019,Fiji,Eastern Samoa,9,0,Pacific Games,Samoa,0,9
1042,7/10/2019,Tahiti,Tuvalu,7,0,Pacific Games,Samoa,0,7
1043,7/11/2019,Tunisia,Madagascar,3,0,African Nations Cup,Egypt,0,3
1044,7/11/2019,Algeria,Ivory Coast,1,1,African Nations Cup,Egypt,0,0
1045,7/12/2019,New Caledonia,Fiji,1,0,Pacific Games,Samoa,0,1
1046,7/12/2019,Tahiti,Solomon Islands,3,0,Pacific Games,Samoa,0,3
1047,7/12/2019,Samoa,Tonga,2,0,Pacific Games,Samoa,1,2
1048,7/12/2019,Eastern Samoa,Tuvalu,1,1,Pacific Games,Samoa,0,0
1049,7/13/2019,India,North Korea,2,5,Friendly tournament,India,1,-3
1050,7/14/2019,Algeria,Nigeria,2,1,African Nations Cup,Egypt,0,1
1051,7/14/2019,Senegal,Tunisia,1,0,African Nations Cup,Egypt,0,1
1052,7/15/2019,North Korea,Tajikistan,1,0,Friendly tournament,India,0,1
1053,7/15/2019,New Caledonia,Tahiti,3,0,Pacific Games,Samoa,0,3
1054,7/15/2019,Vanuatu,Tonga,14,0,Pacific Games,Samoa,0,14
1055,7/15/2019,Fiji,Tuvalu,10,1,Pacific Games,Samoa,0,9
1056,7/15/2019,Solomon Islands,Eastern Samoa,13,0,Pacific Games,Samoa,0,13
1057,7/16/2019,India,Syria,1,1,Friendly tournament,India,1,0
1058,7/17/2019,Nigeria,Tunisia,1,0,African Nations Cup,Egypt,0,1
1059,7/18/2019,Reunion,Maldives,4,0,Indian Ocean Games,Mauritius,0,4
1060,7/18/2019,Mauritius,Seychelles,1,1,Indian Ocean Games,Mauritius,1,0
1061,7/18/2019,Mayotte,Comoros,2,0,Indian Ocean Games,Mauritius,0,2
1062,7/18/2019,New Caledonia,Tuvalu,11,0,Pacific Games,Samoa,0,11
1063,7/18/2019,Samoa,Vanuatu,0,11,Pacific Games,Samoa,1,-11
1064,7/18/2019,Fiji,Solomon Islands,4,4,Pacific Games,Samoa,0,0
1065,7/18/2019,Tahiti,Eastern Samoa,8,1,Pacific Games,Samoa,0,7
1066,7/18/2019,Papua New Guinea,Tonga,8,0,Pacific Games,Samoa,0,8
1067,7/19/2019,North Korea,Tajikistan,1,0,Friendly tournament,India,0,1
1068,7/19/2019,Algeria,Senegal,1,0,African Nations Cup,Egypt,0,1
1069,7/20/2019,Comoros,Maldives,3,0,Indian Ocean Games,Mauritius,0,3
1070,7/20/2019,Madagascar,Seychelles,0,0,Indian Ocean Games,Mauritius,0,0
1071,7/20/2019,Reunion,Mayotte,1,0,Indian Ocean Games,Mauritius,0,1
1072,7/20/2019,Fiji,Papua New Guinea,1,1,Pacific Games,Samoa,0,0
1073,7/22/2019,Mayotte,Maldives,3,1,Indian Ocean Games,Mauritius,0,2
1074,7/22/2019,Mauritius,Madagascar,1,1,Indian Ocean Games,Mauritius,1,0
1075,7/22/2019,Comoros,Reunion,1,0,Indian Ocean Games,Mauritius,0,1
1076,7/22/2019,Djibouti,Somalia,1,0,Friendly,Djibouti,1,1
1077,7/24/2019,Mauritius,Mayotte,1,0,Indian Ocean Games,Mauritius,1,1
1078,7/24/2019,Reunion,Seychelles,4,0,Indian Ocean Games,Mauritius,0,4
1079,7/26/2019,Mayotte,Seychelles,3,1,Indian Ocean Games,Mauritius,0,2
1080,7/28/2019,Mauritius,Reunion,1,1,Indian Ocean Games,Mauritius,1,0
1081,7/30/2019,Iraq,Lebanon,1,0,West Asian Championship,Iraq,1,1
1082,7/30/2019,Palestine,Yemen,1,0,West Asian Championship,Iraq,0,1
1083,8/2/2019,Lebanon,Syria,2,1,West Asian Championship,Iraq,0,1
1084,8/2/2019,Iraq,Palestine,2,1,West Asian Championship,Iraq,1,1
1085,8/4/2019,Kuwait,Saudi Arabia,2,1,West Asian Championship,Iraq,0,1
1086,8/4/2019,Bahrain,Jordan,1,0,West Asian Championship,Iraq,0,1
1087,8/5/2019,Lebanon,Palestine,0,0,West Asian Championship,Iraq,0,0
1088,8/5/2019,Syria,Yemen,1,1,West Asian Championship,Iraq,0,0
1089,8/7/2019,Jordan,Kuwait,1,1,West Asian Championship,Iraq,0,0
1090,8/7/2019,Bahrain,Saudi Arabia,0,0,West Asian Championship,Iraq,0,0
1091,8/8/2019,Yemen,Lebanon,2,1,West Asian Championship,Iraq,0,1
1092,8/8/2019,Iraq,Syria,0,0,West Asian Championship,Iraq,1,0
1093,8/10/2019,Bahrain,Kuwait,1,0,West Asian Championship,Iraq,0,1
1094,8/10/2019,Jordan,Saudi Arabia,3,0,West Asian Championship,Iraq,0,3
1095,8/11/2019,Palestine,Syria,4,3,West Asian Championship,Iraq,0,1
1096,8/11/2019,Iraq,Yemen,2,1,West Asian Championship,Iraq,1,1
1097,8/11/2019,St Vincent & Grenadines,Trinidad and Tobago,1,0,Friendly,St Vincent & Grenadines,1,1
1098,8/14/2019,Iraq,Bahrain,0,1,West Asian Championship,Iraq,1,-1
1099,8/14/2019,Dominican Republic,Guatemala,0,0,Friendly,Dominican Republic,1,0
1100,8/18/2019,Sint Maarten,Anguilla,2,0,Friendly,Sint Maarten,1,2
1101,8/25/2019,Saint Kitts and Nevis,Antigua and Barbuda,3,0,Friendly,Saint Kitts and Nevis,1,3
1102,8/27/2019,Saint Kitts and Nevis,Antigua and Barbuda,4,3,Friendly,Saint Kitts and Nevis,1,1
1103,8/28/2019,Oman,Yemen,1,0,Friendly,Oman,1,1
1104,8/29/2019,Taiwan,Guam,3,0,Friendly,Taiwan,1,3
1105,8/30/2019,China,Myanmar,4,1,Friendly,China,1,3
1106,8/30/2019,Malaysia,Jordan,0,1,Friendly,Malaysia,1,-1
1107,8/30/2019,United Arab Emirates,Dominican Republic,4,0,Friendly,Bahrain,0,4
1108,8/30/2019,Belize,St Vincent & Grenadines,1,1,Friendly,Belize,1,0
1109,8/31/2019,United Arab Emirates,Sri Lanka,5,1,Friendly,Bahrain,0,4
1110,9/1/2019,Belize,St Vincent & Grenadines,1,0,Friendly,Belize,1,1
1111,9/4/2019,Burundi,Tanzania,1,1,World Cup qualifier,Burundi,1,0
1112,9/4/2019,Mauritius,Mozambique,0,1,World Cup qualifier,Mauritius,1,-1
1113,9/4/2019,Djibouti,Eswatini,2,1,World Cup qualifier,Djibouti,1,1
1114,9/4/2019,Ethiopia,Lesotho,0,0,World Cup qualifier,Ethiopia,1,0
1115,9/4/2019,Liberia,Sierra Leone,3,1,World Cup qualifier,Liberia,1,2
1116,9/4/2019,São Tomé and Príncipe,Guinea-Bissau,0,1,World Cup qualifier,São Tomé and Príncipe,1,-1
1117,9/4/2019,Burkina Faso,Libya,1,0,Friendly,Morocco,0,1
1118,9/4/2019,Equatorial Guinea,South Sudan,1,1,World Cup qualifier,Sudan,0,0
1119,9/4/2019,Eritrea,Namibia,1,2,World Cup qualifier,Eritrea,1,-1
1120,9/5/2019,Japan,Paraguay,2,0,Friendly,Japan,1,2
1121,9/5/2019,Philippines,Syria,2,5,World Cup and Asian Cup qual,Philippines,1,-3
1122,9/5/2019,Indonesia,Malaysia,2,3,World Cup and Asian Cup qual,Indonesia,1,-1
1123,9/5/2019,India,Oman,1,2,World Cup and Asian Cup qual,India,1,-1
1124,9/5/2019,North Korea,Lebanon,2,0,World Cup and Asian Cup qual,North Korea,1,2
1125,9/5/2019,Qatar,Afghanistan,6,0,World Cup and Asian Cup qual,Qatar,1,6
1126,9/5/2019,Mongolia,Myanmar,1,0,World Cup and Asian Cup qual,Mongolia,1,1
1127,9/5/2019,Georgia,South Korea,2,2,Friendly,Turkey,0,0
1128,9/5/2019,Thailand,Vietnam,0,0,World Cup and Asian Cup qual,Thailand,1,0
1129,9/5/2019,Taiwan,Jordan,1,2,World Cup and Asian Cup qual,Taiwan,1,-1
1130,9/5/2019,Sri Lanka,Turkmenistan,0,2,World Cup and Asian Cup qual,Sri Lanka,1,-2
1131,9/5/2019,Cambodia,Hong Kong,1,1,World Cup and Asian Cup qual,Cambodia,1,0
1132,9/5/2019,Singapore,Yemen,2,2,World Cup and Asian Cup qual,Singapore,1,0
1133,9/5/2019,Tajikistan,Kyrgyzstan,1,0,World Cup and Asian Cup qual,Tajikistan,1,1
1134,9/5/2019,Bahrain,Iraq,1,1,World Cup and Asian Cup qual,Bahrain,1,0
1135,9/5/2019,Kuwait,Nepal,7,0,World Cup and Asian Cup qual,Kuwait,1,7
1136,9/5/2019,Saudi Arabia,Mali,1,1,Friendly,Saudi Arabia,1,0
1137,9/5/2019,Palestine,Uzbekistan,2,0,World Cup and Asian Cup qual,Palestine,1,2
1138,9/5/2019,Guam,Maldives,0,1,World Cup and Asian Cup qual,Guam,1,-1
1139,9/5/2019,Somalia,Zimbabwe,1,0,World Cup qualifier,Djibouti,0,1
1140,9/5/2019,Chad,Sudan,1,3,World Cup qualifier,Chad,1,-2
1141,9/5/2019,Seychelles,Rwanda,0,3,World Cup qualifier,Seychelles,1,-3
1142,9/5/2019,Guatemala,Anguilla,10,0,CONCACAF Nations League C,Guatemala,1,10
1143,9/5/2019,Honduras,Puerto Rico,4,0,Friendly,Honduras,1,4
1144,9/5/2019,Barbados,Saint Martin,4,0,CONCACAF Nations League C,Barbados,1,4
1145,9/5/2019,Nicaragua,St Vincent & Grenadines,1,1,CONCACAF Nations League B,Nicaragua,1,0
1146,9/5/2019,Dominica,Suriname,1,2,CONCACAF Nations League B,Dominica,1,-1
1147,9/5/2019,Grenada,Saint Kitts and Nevis,2,1,CONCACAF Nations League B,Grenada,1,1
1148,9/5/2019,Bermuda,Panama,1,4,CONCACAF Nations League A,Bermuda,1,-3
1149,9/5/2019,US Virgin Islands,Cayman Islands,0,2,CONCACAF Nations League C,US Virgin Islands,1,-2
1150,9/5/2019,Argentina,Chile,0,0,Friendly,United States,0,0
1151,9/5/2019,Ecuador,Peru,1,0,Friendly,United States,0,1
1152,9/5/2019,Northern Ireland,Luxembourg,1,0,Friendly,Northern Ireland,1,1
1153,9/5/2019,Montenegro,Hungary,2,1,Friendly,Montenegro,1,1
1154,9/5/2019,Ireland,Switzerland,1,1,European Championship qual,Ireland,1,0
1155,9/5/2019,Faroe Islands,Sweden,0,4,European Championship qual,Faroe Islands,1,-4
1156,9/5/2019,Norway,Malta,2,0,European Championship qual,Norway,1,2
1157,9/5/2019,Armenia,Italy,1,3,European Championship qual,Armenia,1,-2
1158,9/5/2019,Finland,Greece,1,0,European Championship qual,Finland,1,1
1159,9/5/2019,Gibraltar,Denmark,0,6,European Championship qual,Gibraltar,1,-6
1160,9/5/2019,Romania,Spain,1,2,European Championship qual,Romania,1,-1
