#,date,home_team,away_team,home_score,away_score,tournament,country,home,margin
3225,1/17/2022,Cameroon,Cape Verde,1,1,African Nations Cup,Cameroon,1,0
3226,1/18/2022,Uganda,Moldova,3,2,Friendly,Turkey,0,1
3227,1/18/2022,Zimbabwe,Guinea,2,1,African Nations Cup,Cameroon,0,1
3228,1/18/2022,Comoros,Ghana,3,2,African Nations Cup,Cameroon,0,1
3229,1/18/2022,Malawi,Senegal,0,0,African Nations Cup,Cameroon,0,0
3230,1/18/2022,Gabon,Morocco,2,2,African Nations Cup,Cameroon,0,0
3231,1/19/2022,Egypt,Sudan,1,0,African Nations Cup,Cameroon,0,1
3232,1/19/2022,Nigeria,Guinea-Bissau,2,0,African Nations Cup,Cameroon,0,2
3233,1/20/2022,Equatorial Guinea,Sierra Leone,1,0,African Nations Cup,Cameroon,0,1
3234,1/20/2022,Gambia,Tunisia,1,0,African Nations Cup,Cameroon,0,1
3235,1/20/2022,Mali,Mauritania,2,0,African Nations Cup,Cameroon,0,2
3236,1/20/2022,Ivory Coast,Algeria,3,1,African Nations Cup,Cameroon,0,2
3237,1/20/2022,Peru,Jamaica,3,0,Friendly,Peru,1,3
3238,1/21/2022,South Korea,Moldova,4,0,Friendly,Turkey,0,4
3239,1/21/2022,Iraq,Uganda,1,0,Friendly,Iraq,1,1
3240,1/21/2022,Bolivia,Trinidad and Tobago,5,0,Friendly,Bolivia,1,5
3241,1/23/2022,Tunisia,Nigeria,1,0,African Nations Cup,Cameroon,0,1
3242,1/23/2022,Burkina Faso,Gabon,1,1,African Nations Cup,Cameroon,0,0
3243,1/24/2022,Gambia,Guinea,1,0,African Nations Cup,Cameroon,0,1
3244,1/24/2022,Cameroon,Comoros,2,1,African Nations Cup,Cameroon,1,1
3245,1/25/2022,Morocco,Malawi,2,1,African Nations Cup,Cameroon,0,1
3246,1/25/2022,Senegal,Cape Verde,2,0,African Nations Cup,Cameroon,0,2
3247,1/26/2022,Egypt,Ivory Coast,0,0,African Nations Cup,Cameroon,0,0
3248,1/26/2022,Equatorial Guinea,Mali,0,0,African Nations Cup,Cameroon,0,0
3249,1/27/2022,Japan,China,2,0,World Cup qualifier,Japan,1,2
3250,1/27/2022,Australia,Vietnam,4,0,World Cup qualifier,Australia,1,4
3251,1/27/2022,Indonesia,East Timor,4,1,Friendly,Indonesia,1,3
3252,1/27/2022,Lebanon,South Korea,0,1,World Cup qualifier,Lebanon,1,-1
3253,1/27/2022,Iran,Iraq,1,0,World Cup qualifier,Iran,1,1
3254,1/27/2022,United Arab Emirates,Syria,2,0,World Cup qualifier,United Arab Emirates,1,2
3255,1/27/2022,Saudi Arabia,Oman,1,0,World Cup qualifier,Saudi Arabia,1,1
3256,1/27/2022,Bahrain,Uganda,3,1,Friendly,Bahrain,1,2
3257,1/27/2022,Uzbekistan,South Sudan,3,0,Friendly,United Arab Emirates,0,3
3258,1/27/2022,United States,El Salvador,1,0,World Cup qualifier,United States,1,1
3259,1/27/2022,Honduras,Canada,0,2,World Cup qualifier,Honduras,1,-2
3260,1/27/2022,Costa Rica,Panama,1,0,World Cup qualifier,Costa Rica,1,1
3261,1/27/2022,Jamaica,Mexico,1,2,World Cup qualifier,Jamaica,1,-1
3262,1/27/2022,Anguilla,British Virgin Islands,2,1,Friendly,England,0,1
3263,1/27/2022,Paraguay,Uruguay,0,1,World Cup qualifier,Paraguay,1,-1
3264,1/27/2022,Chile,Argentina,1,2,World Cup qualifier,Chile,1,-1
3265,1/27/2022,Ecuador,Brazil,1,1,World Cup qualifier,Ecuador,1,0
3266,1/28/2022,Jordan,New Zealand,3,1,Friendly,United Arab Emirates,0,2
3267,1/28/2022,Suriname,Barbados,1,0,Friendly tournament,Suriname,1,1
3268,1/28/2022,Venezuela,Bolivia,4,1,World Cup qualifier,Venezuela,1,3
3269,1/28/2022,Colombia,Peru,0,1,World Cup qualifier,Colombia,1,-1
3270,1/29/2022,Kuwait,Libya,2,0,Friendly,Kuwait,1,2
3271,1/29/2022,Nepal,Mauritius,1,0,Friendly,Nepal,1,1
3272,1/29/2022,Cameroon,Gambia,2,0,African Nations Cup,Cameroon,1,2
3273,1/29/2022,Burkina Faso,Tunisia,1,0,African Nations Cup,Cameroon,0,1
3274,1/29/2022,Nicaragua,Belize,4,0,Friendly,Nicaragua,1,4
3275,1/30/2022,Indonesia,East Timor,3,0,Friendly,Indonesia,1,3
3276,1/30/2022,Egypt,Morocco,2,1,African Nations Cup,Cameroon,0,1
3277,1/30/2022,Senegal,Equatorial Guinea,3,1,African Nations Cup,Cameroon,0,2
3278,1/30/2022,Canada,United States,2,0,World Cup qualifier,Canada,1,2
3279,1/30/2022,Mexico,Costa Rica,0,0,World Cup qualifier,Mexico,1,0
3280,1/30/2022,Honduras,El Salvador,0,2,World Cup qualifier,Honduras,1,-2
3281,1/30/2022,Panama,Jamaica,3,2,World Cup qualifier,Panama,1,1
3282,1/30/2022,Barbados,Guyana,0,0,Friendly tournament,Suriname,0,0
3283,1/31/2022,Jordan,South Sudan,2,1,Friendly,United Arab Emirates,0,1
3284,2/1/2022,Japan,Saudi Arabia,2,0,World Cup qualifier,Japan,1,2
3285,2/1/2022,Oman,Australia,2,2,World Cup qualifier,Oman,1,0
3286,2/1/2022,Vietnam,China,3,1,World Cup qualifier,Vietnam,1,2
3287,2/1/2022,Lebanon,Iraq,1,1,World Cup qualifier,Lebanon,1,0
3288,2/1/2022,Iran,United Arab Emirates,1,0,World Cup qualifier,Iran,1,1
3289,2/1/2022,South Korea,Syria,2,0,World Cup qualifier,United Arab Emirates,0,2
3290,2/1/2022,Kuwait,Libya,0,2,Friendly,Kuwait,1,-2
3291,2/1/2022,Bahrain,DR Congo,1,0,Friendly,Bahrain,1,1
3292,2/1/2022,Nepal,Mauritius,1,0,Friendly,Nepal,1,1
3293,2/1/2022,Suriname,Guyana,2,1,Friendly tournament,Suriname,1,1
3294,2/1/2022,Nicaragua,Belize,1,1,Friendly,Nicaragua,1,0
3295,2/1/2022,Uruguay,Venezuela,4,1,World Cup qualifier,Uruguay,1,3
3296,2/1/2022,Argentina,Colombia,1,0,World Cup qualifier,Argentina,1,1
3297,2/1/2022,Bolivia,Chile,2,3,World Cup qualifier,Bolivia,1,-1
3298,2/1/2022,Brazil,Paraguay,4,0,World Cup qualifier,Brazil,1,4
3299,2/1/2022,Peru,Ecuador,1,1,World Cup qualifier,Peru,1,0
3300,2/2/2022,Senegal,Burkina Faso,3,1,African Nations Cup,Cameroon,0,2
3301,2/2/2022,United States,Honduras,3,0,World Cup qualifier,United States,1,3
3302,2/2/2022,El Salvador,Canada,0,2,World Cup qualifier,El Salvador,1,-2
3303,2/2/2022,Jamaica,Costa Rica,0,1,World Cup qualifier,Jamaica,1,-1
3304,2/2/2022,Mexico,Panama,1,0,World Cup qualifier,Mexico,1,1
3305,2/3/2022,Cameroon,Egypt,0,0,African Nations Cup,Cameroon,1,0
3306,2/5/2022,Cameroon,Burkina Faso,3,3,African Nations Cup,Cameroon,1,0
3307,2/6/2022,Egypt,Senegal,0,0,African Nations Cup,Cameroon,0,0
3308,2/13/2022,Saint Martin,Anguilla,1,2,Friendly,Saint Martin,1,-1
3309,2/19/2022,Guam,Northern Mariana Islands,2,0,Friendly,Guam,1,2
3310,2/22/2022,Guam,Northern Mariana Islands,3,2,Friendly,Guam,1,1
3311,2/22/2022,Martinique,Barbados,3,1,Friendly,Martinique,1,2
3312,3/8/2022,Eswatini,Lesotho,0,0,Friendly,Eswatini,1,0
3313,3/8/2022,Eswatini,Lesotho,4,0,Friendly,Eswatini,1,4
3314,3/10/2022,Fiji,Vanuatu,3,0,Friendly,Qatar,0,3
3315,3/17/2022,Solomon Islands,Cook Islands,2,0,World Cup qualifier,Qatar,0,2
3316,3/18/2022,Iraq,Zambia,3,1,Friendly,Iraq,1,2
3317,3/18/2022,New Zealand,Papua New Guinea,1,0,World Cup qualifier,Qatar,0,1
3318,3/18/2022,Fiji,New Caledonia,2,1,World Cup qualifier,Qatar,0,1
3319,3/19/2022,Mauritius,Seychelles,0,0,Friendly,Mauritius,1,0
3320,3/21/2022,New Zealand,Fiji,4,0,World Cup qualifier,Qatar,0,4
3321,3/21/2022,Papua New Guinea,New Caledonia,1,0,World Cup qualifier,Qatar,0,1
3322,3/23/2022,Malaysia,Philippines,2,0,Friendly tournament,Singapore,0,2
3323,3/23/2022,Bahrain,India,2,1,Friendly,Bahrain,1,1
3324,3/23/2022,Laos,Mongolia,1,0,Friendly,Laos,1,1
3325,3/23/2022,Tanzania,Central African Republic,3,1,Friendly tournament,Tanzania,1,2
3326,3/23/2022,South Sudan,Djibouti,4,2,African Nations Cup qualifier,Egypt,0,2
3327,3/23/2022,Gambia,Chad,1,0,African Nations Cup qualifier,Cameroon,0,1
3328,3/23/2022,Guinea-Bissau,Equatorial Guinea,3,0,Friendly tournament,Portugal,0,3
3329,3/23/2022,Cape Verde,Guadeloupe,2,0,Friendly,France,0,2
3330,3/23/2022,Eswatini,Somalia,3,0,African Nations Cup qualifier,Tanzania,0,3
3331,3/23/2022,Mozambique,Niger,1,1,Friendly tournament,Mauritania,0,0
3332,3/23/2022,Lesotho,Seychelles,0,0,African Nations Cup qualifier,Mauritius,0,0
3333,3/23/2022,Gibraltar,Grenada,0,0,Friendly,Gibraltar,1,0
3334,3/24/2022,Australia,Japan,0,2,World Cup qualifier,Australia,1,-2
3335,3/24/2022,China,Saudi Arabia,1,1,World Cup qualifier,United Arab Emirates,0,0
3336,3/24/2022,Lebanon,Syria,0,3,World Cup qualifier,Lebanon,1,-3
3337,3/24/2022,South Korea,Iran,2,0,World Cup qualifier,South Korea,1,2
3338,3/24/2022,Vietnam,Oman,0,1,World Cup qualifier,Vietnam,1,-1
3339,3/24/2022,Thailand,Nepal,2,0,Friendly,Thailand,1,2
3340,3/24/2022,Iraq,United Arab Emirates,1,0,World Cup qualifier,Saudi Arabia,0,1
3341,3/24/2022,Maldives,Bangladesh,2,0,Friendly,Maldives,1,2
3342,3/24/2022,Mauritius,São Tomé and Príncipe,0,1,African Nations Cup qualifier,Mauritius,1,-1
3343,3/24/2022,Togo,Sierra Leone,3,0,Friendly,Turkey,0,3
3344,3/24/2022,Benin,Liberia,4,0,Friendly,Turkey,0,4
3345,3/24/2022,Kosovo,Burkina Faso,5,0,Friendly,Kosovo,1,5
3346,3/24/2022,Mexico,United States,0,0,World Cup qualifier,Mexico,1,0
3347,3/24/2022,Costa Rica,Canada,1,0,World Cup qualifier,Costa Rica,1,1
3348,3/24/2022,Jamaica,El Salvador,1,1,World Cup qualifier,Jamaica,1,0
3349,3/24/2022,Guatemala,Cuba,1,0,Friendly,Guatemala,1,1
3350,3/24/2022,Panama,Honduras,1,1,World Cup qualifier,Panama,1,0
3351,3/24/2022,Uruguay,Peru,1,0,World Cup qualifier,Uruguay,1,1
3352,3/24/2022,Brazil,Chile,4,0,World Cup qualifier,Brazil,1,4
3353,3/24/2022,Paraguay,Ecuador,3,1,World Cup qualifier,Paraguay,1,2
3354,3/24/2022,Colombia,Bolivia,3,0,World Cup qualifier,Colombia,1,3
3355,3/24/2022,New Zealand,New Caledonia,7,1,World Cup qualifier,Qatar,0,6
3356,3/24/2022,Papua New Guinea,Fiji,2,1,World Cup qualifier,Qatar,0,1
3357,3/24/2022,Solomon Islands,Tahiti,3,1,World Cup qualifier,Qatar,0,2
3358,3/24/2022,Scotland,Poland,1,1,Friendly,Scotland,1,0
3359,3/24/2022,Wales,Austria,2,1,World Cup qualifier,Wales,1,1
3360,3/24/2022,Hungary,Serbia,0,1,Friendly,Hungary,1,-1
3361,3/24/2022,Sweden,Czechia,1,0,World Cup qualifier,Sweden,1,1
3362,3/24/2022,Italy,North Macedonia,0,1,World Cup qualifier,Italy,1,-1
3363,3/24/2022,Estonia,Cyprus,0,0,European Nations League C,Estonia,1,0
3364,3/24/2022,Portugal,Turkey,3,1,World Cup qualifier,Portugal,1,2
3365,3/24/2022,Armenia,Montenegro,1,0,Friendly,Armenia,1,1
3366,3/24/2022,Moldova,Kazakhstan,1,2,European Nations League C,Moldova,1,-1
3367,3/25/2022,Uzbekistan,Kyrgyzstan,3,1,Friendly tournament,Uzbekistan,1,2
3368,3/25/2022,Kuwait,Latvia,1,1,Friendly,Malta,0,0
3369,3/25/2022,Tajikistan,Uganda,1,1,Friendly tournament,Uzbekistan,0,0
3370,3/25/2022,Egypt,Senegal,1,0,World Cup qualifier,Egypt,1,1
3371,3/25/2022,Guinea,South Africa,0,0,Friendly,Belgium,0,0
3372,3/25/2022,Zambia,Congo,3,1,Friendly,Turkey,0,2
3373,3/25/2022,Comoros,Ethiopia,2,1,Friendly,Comoros,1,1
3374,3/25/2022,DR Congo,Morocco,1,1,World Cup qualifier,DR Congo,1,0
3375,3/25/2022,Ghana,Nigeria,0,0,World Cup qualifier,Ghana,1,0
3376,3/25/2022,Mali,Tunisia,0,1,World Cup qualifier,Mali,1,-1
3377,3/25/2022,Cape Verde,Liechtenstein,6,0,Friendly,Spain,0,6
3378,3/25/2022,Cameroon,Algeria,0,1,World Cup qualifier,Cameroon,1,-1
3379,3/25/2022,France,Ivory Coast,2,1,Friendly,France,1,1
3380,3/25/2022,Trinidad and Tobago,Barbados,9,0,Friendly tournament,Trinidad and Tobago,1,9
3381,3/25/2022,Andorra,Saint Kitts and Nevis,1,0,Friendly,Andorra,1,1
3382,3/25/2022,Argentina,Venezuela,3,0,World Cup qualifier,Argentina,1,3
3383,3/25/2022,Luxembourg,Northern Ireland,1,3,Friendly,Luxembourg,1,-2
3384,3/25/2022,Norway,Slovakia,2,0,Friendly,Norway,1,2
3385,3/25/2022,Romania,Greece,0,1,Friendly,Romania,1,-1
3386,3/25/2022,San Marino,Lithuania,1,2,Friendly,San Marino,1,-1
3387,3/25/2022,Malta,Azerbaijan,1,0,Friendly,Malta,1,1
3388,3/25/2022,Bosnia and Herzegovina,Georgia,0,1,Friendly,Bosnia and Herzegovina,1,-1
3389,3/26/2022,Belarus,India,3,0,Friendly,Bahrain,0,3
3390,3/26/2022,Singapore,Malaysia,2,1,Friendly tournament,Singapore,1,1
3391,3/26/2022,Bahrain,Burundi,1,0,Friendly,Bahrain,1,1
3392,3/26/2022,Qatar,Bulgaria,2,1,Friendly,Qatar,1,1
3393,3/26/2022,Angola,Guinea-Bissau,3,2,Friendly tournament,Portugal,0,1
3394,3/26/2022,Central African Republic,Sudan,0,0,Friendly tournament,Tanzania,0,0
3395,3/26/2022,Libya,Niger,2,1,Friendly tournament,Mauritania,0,1
3396,3/26/2022,Mauritania,Mozambique,2,1,Friendly tournament,Mauritania,1,1
3397,3/26/2022,Martinique,Guadeloupe,4,3,Friendly,France,0,1
3398,3/26/2022,Saint Martin,Bahamas,2,0,Friendly,Saint Martin,1,2
3399,3/26/2022,England,Switzerland,2,1,Friendly,England,1,1
3400,3/26/2022,Ireland,Belgium,2,2,Friendly,Ireland,1,0
3401,3/26/2022,Netherlands,Denmark,4,2,Friendly,Netherlands,1,2
3402,3/26/2022,Germany,Israel,2,0,Friendly,Germany,1,2
3403,3/26/2022,Finland,Iceland,1,1,Friendly,Spain,0,0
3404,3/26/2022,Spain,Albania,2,1,Friendly,Spain,1,1
3405,3/26/2022,Croatia,Slovenia,1,1,Friendly,Qatar,0,0
3406,3/26/2022,Gibraltar,Faroe Islands,0,0,Friendly,Gibraltar,1,0
3407,3/27/2022,Thailand,Suriname,1,0,Friendly,Thailand,1,1
3408,3/27/2022,Laos,Brunei,3,2,Friendly,Laos,1,1
3409,3/27/2022,Benin,Zambia,2,1,Friendly,Turkey,0,1
3410,3/27/2022,Mauritius,São Tomé and Príncipe,3,3,African Nations Cup qualifier,Mauritius,1,0
3411,3/27/2022,South Sudan,Djibouti,1,0,African Nations Cup qualifier,Uganda,0,1
3412,3/27/2022,Sierra Leone,Liberia,1,0,Friendly,Turkey,0,1
3413,3/27/2022,Eswatini,Somalia,2,1,African Nations Cup qualifier,South Africa,0,1
3414,3/27/2022,Lesotho,Seychelles,3,1,African Nations Cup qualifier,South Africa,0,2
3415,3/27/2022,United States,Panama,5,1,World Cup qualifier,United States,1,4
3416,3/27/2022,Canada,Jamaica,4,0,World Cup qualifier,Canada,1,4
3417,3/27/2022,El Salvador,Costa Rica,1,2,World Cup qualifier,El Salvador,1,-1
3418,3/27/2022,Guatemala,Haiti,2,1,Friendly,United States,0,1
3419,3/27/2022,Honduras,Mexico,0,1,World Cup qualifier,Honduras,1,-1
3420,3/27/2022,Guyana,Barbados,5,0,Friendly tournament,Trinidad and Tobago,0,5
3421,3/27/2022,Belize,Cuba,0,3,Friendly,Belize,1,-3
3422,3/27/2022,New Zealand,Tahiti,1,0,World Cup qualifier,Qatar,0,1
3423,3/27/2022,Solomon Islands,Papua New Guinea,3,2,World Cup qualifier,Qatar,0,1
3424,3/28/2022,Cape Verde,San Marino,2,0,Friendly,Spain,0,2
3425,3/28/2022,Andorra,Grenada,1,0,Friendly,Andorra,1,1
3426,3/28/2022,Fiji,Vanuatu,2,1,Friendly,Qatar,0,1
3427,3/28/2022,Montenegro,Greece,1,0,Friendly,Montenegro,1,1
3428,3/29/2022,Japan,Vietnam,1,1,World Cup qualifier,Japan,1,0
3429,3/29/2022,Singapore,Philippines,2,0,Friendly tournament,Singapore,1,2
3430,3/29/2022,Saudi Arabia,Australia,1,0,World Cup qualifier,Saudi Arabia,1,1
3431,3/29/2022,Oman,China,2,0,World Cup qualifier,Oman,1,2
3432,3/29/2022,Iran,Lebanon,2,0,World Cup qualifier,Iran,1,2
3433,3/29/2022,Bangladesh,Mongolia,0,0,Friendly,Bangladesh,1,0
3434,3/29/2022,United Arab Emirates,South Korea,1,0,World Cup qualifier,United Arab Emirates,1,1
3435,3/29/2022,Iraq,Syria,1,1,World Cup qualifier,United Arab Emirates,0,0
3436,3/29/2022,Tajikistan,Kyrgyzstan,1,0,Friendly tournament,Uzbekistan,0,1
3437,3/29/2022,Malta,Kuwait,2,0,Friendly,Malta,1,2
3438,3/29/2022,Bahrain,Belarus,0,1,Friendly,Bahrain,1,-1
3439,3/29/2022,Qatar,Slovenia,0,0,Friendly,Qatar,1,0
3440,3/29/2022,Uzbekistan,Uganda,4,2,Friendly tournament,Uzbekistan,1,2
3441,3/29/2022,Senegal,Egypt,1,0,World Cup qualifier,Senegal,1,1
3442,3/29/2022,France,South Africa,5,0,Friendly,France,1,5
3443,3/29/2022,Tanzania,Sudan,1,1,Friendly tournament,Tanzania,1,0
3444,3/29/2022,Morocco,DR Congo,4,1,World Cup qualifier,Morocco,1,3
3445,3/29/2022,Sierra Leone,Congo,2,1,Friendly,Turkey,0,1
3446,3/29/2022,Nigeria,Ghana,1,1,World Cup qualifier,Nigeria,1,0
3447,3/29/2022,Chad,Gambia,2,2,African Nations Cup qualifier,Morocco,0,0
3448,3/29/2022,Burundi,Liberia,2,1,Friendly,Turkey,0,1
3449,3/29/2022,Benin,Togo,1,1,Friendly,Turkey,0,0
3450,3/29/2022,Tunisia,Mali,0,0,World Cup qualifier,Tunisia,1,0
3451,3/29/2022,Mauritania,Libya,2,0,Friendly tournament,Mauritania,1,2
3452,3/29/2022,Algeria,Cameroon,1,2,World Cup qualifier,Algeria,1,-1
3453,3/29/2022,Belgium,Burkina Faso,3,0,Friendly,Belgium,1,3
3454,3/29/2022,England,Ivory Coast,3,0,Friendly,England,1,3
3455,3/29/2022,Angola,Equatorial Guinea,0,0,Friendly tournament,Portugal,0,0
3456,3/29/2022,Trinidad and Tobago,Guyana,1,1,Friendly tournament,Trinidad and Tobago,1,0
3457,3/29/2022,Chile,Uruguay,0,2,World Cup qualifier,Chile,1,-2
3458,3/29/2022,Ecuador,Argentina,1,1,World Cup qualifier,Ecuador,1,0
3459,3/29/2022,Bolivia,Brazil,0,4,World Cup qualifier,Bolivia,1,-4
3460,3/29/2022,Peru,Paraguay,2,0,World Cup qualifier,Peru,1,2
3461,3/29/2022,Venezuela,Colombia,0,1,World Cup qualifier,Venezuela,1,-1
3462,3/29/2022,Austria,Scotland,2,2,Friendly,Austria,1,0
3463,3/29/2022,Wales,Czechia,1,1,Friendly,Wales,1,0
3464,3/29/2022,Northern Ireland,Hungary,0,1,Friendly,Northern Ireland,1,-1
3465,3/29/2022,Switzerland,Kosovo,1,1,Friendly,Switzerland,1,0
3466,3/29/2022,Netherlands,Germany,1,1,Friendly,Netherlands,1,0
3467,3/29/2022,Poland,Sweden,2,0,World Cup qualifier,Poland,1,2
3468,3/29/2022,Norway,Armenia,9,0,Friendly,Norway,1,9
3469,3/29/2022,Turkey,Italy,2,3,Friendly,Turkey,1,-1
3470,3/29/2022,Slovakia,Finland,2,0,Friendly,Spain,0,2
3471,3/29/2022,Bosnia and Herzegovina,Luxembourg,1,0,Friendly,Bosnia and Herzegovina,1,1
3472,3/29/2022,Denmark,Serbia,3,0,Friendly,Denmark,1,3
3473,3/29/2022,Cyprus,Estonia,2,0,European Nations League C,Cyprus,1,2
3474,3/29/2022,Spain,Iceland,5,0,Friendly,Spain,1,5
3475,3/29/2022,Portugal,North Macedonia,2,0,World Cup qualifier,Portugal,1,2
3476,3/29/2022,Israel,Romania,2,2,Friendly,Israel,1,0
3477,3/29/2022,Latvia,Azerbaijan,1,0,Friendly,Malta,0,1
3478,3/29/2022,Ireland,Lithuania,1,0,Friendly,Ireland,1,1
3479,3/29/2022,Croatia,Bulgaria,2,1,Friendly,Qatar,0,1
3480,3/29/2022,Albania,Georgia,0,0,Friendly,Albania,1,0
3481,3/29/2022,Kazakhstan,Moldova,0,1,European Nations League C,Kazakhstan,1,-1
3482,3/29/2022,Faroe Islands,Liechtenstein,1,0,Friendly,Spain,0,1
3483,3/30/2022,Costa Rica,United States,2,0,World Cup qualifier,Costa Rica,1,2
3484,3/30/2022,Panama,Canada,1,0,World Cup qualifier,Panama,1,1
3485,3/30/2022,Mexico,El Salvador,2,0,World Cup qualifier,Mexico,1,2
3486,3/30/2022,Jamaica,Honduras,2,1,World Cup qualifier,Jamaica,1,1
3487,3/30/2022,New Zealand,Solomon Islands,5,0,World Cup qualifier,Qatar,0,5
3488,4/16/2022,French Guiana,Guyana,2,1,Friendly,French Guiana,1,1
3489,4/18/2022,French Guiana,Guyana,1,2,Friendly,French Guiana,1,-1
3490,4/24/2022,Guatemala,El Salvador,4,0,Friendly,United States,0,4
3491,4/27/2022,Guatemala,Mexico,0,0,Friendly,United States,0,0
3492,5/1/2022,El Salvador,Panama,3,2,Friendly,United States,0,1
3493,5/12/2022,Dominica,St Vincent & Grenadines,2,1,Friendly,Dominica,1,1
3494,5/12/2022,Bahamas,Turks and Caicos Islands,4,2,Friendly,Bahamas,1,2
3495,5/14/2022,Bahamas,Turks and Caicos Islands,1,2,Friendly,Bahamas,1,-1
3496,5/15/2022,Dominica,St Vincent & Grenadines,3,1,Friendly,Dominica,1,2
3497,5/22/2022,French Guiana,Suriname,3,1,Friendly,French Guiana,1,2
3498,5/24/2022,Hong Kong,Myanmar,0,0,Friendly,Thailand,0,0
3499,5/24/2022,Thailand,Bahrain,3,1,Friendly,Thailand,1,2
3500,5/24/2022,Mozambique,Eswatini,0,1,Friendly,Mozambique,1,-1
3501,5/26/2022,Lesotho,Namibia,2,1,Friendly,South Africa,0,1
3502,5/27/2022,Bahrain,Myanmar,2,0,Friendly,Thailand,0,2
3503,5/27/2022,Malaysia,Brunei,4,0,Friendly,Malaysia,1,4
3504,5/27/2022,Thailand,Turkmenistan,1,0,Friendly,Thailand,1,1
3505,5/27/2022,Botswana,Eswatini,1,0,Friendly,South Africa,0,1
3506,5/28/2022,Jordan,India,2,0,Friendly,Qatar,0,2
3507,5/28/2022,East Timor,Nepal,2,2,Friendly,Qatar,0,0
3508,5/28/2022,Ethiopia,Lesotho,1,1,Friendly,Ethiopia,1,0
3509,5/28/2022,Mexico,Nigeria,2,1,Friendly,United States,0,1
3510,5/28/2022,Guyana,Saint Lucia,3,2,Friendly,Trinidad and Tobago,0,1
3511,5/29/2022,United Arab Emirates,Gambia,1,1,Friendly,United Arab Emirates,1,0
3512,5/29/2022,South Sudan,Sudan,0,0,Friendly,Morocco,0,0
3513,5/30/2022,Ethiopia,Lesotho,1,1,Friendly,Ethiopia,1,0
3514,5/30/2022,Trinidad and Tobago,Saint Lucia,1,0,Friendly,Trinidad and Tobago,1,1
3515,5/31/2022,Nepal,Sri Lanka,1,1,Friendly,Qatar,0,0
3516,5/31/2022,Thailand,Bahrain,1,2,Friendly,Thailand,1,-1
3517,6/1/2022,Australia,Jordan,2,1,Friendly,Qatar,0,1
3518,6/1/2022,Indonesia,Bangladesh,0,0,Friendly,Indonesia,1,0
3519,6/1/2022,Vietnam,Afghanistan,2,0,Friendly,Vietnam,1,2
3520,6/1/2022,Syria,Tajikistan,1,0,Friendly,United Arab Emirates,0,1
3521,6/1/2022,Malaysia,Hong Kong,2,0,Friendly,Malaysia,1,2
3522,6/1/2022,Kuwait,Singapore,2,0,Friendly,United Arab Emirates,0,2
3523,6/1/2022,Ghana,Madagascar,3,0,African Nations Cup qualifier,Ghana,1,3
3524,6/1/2022,Libya,Botswana,1,0,African Nations Cup qualifier,Libya,1,1
3525,6/1/2022,United States,Morocco,3,0,Friendly,United States,1,3
3526,6/1/2022,Angola,Central African Republic,2,1,African Nations Cup qualifier,Angola,1,1
3527,6/1/2022,Argentina,Italy,3,0,Intercontinental Champ,England,0,3
3528,6/1/2022,Malta,Venezuela,0,1,Friendly,Malta,1,-1
3529,6/1/2022,Scotland,Ukraine,1,3,World Cup qualifier,Scotland,1,-2
3530,6/1/2022,Poland,Wales,2,1,European Nations League A,Poland,1,1
3531,6/2/2022,Japan,Paraguay,4,1,Friendly,Japan,1,3
3532,6/2/2022,South Korea,Brazil,1,5,Friendly,South Korea,1,-4
3533,6/2/2022,Cambodia,East Timor,2,1,Friendly,Cambodia,1,1
3534,6/2/2022,Ecuador,Nigeria,1,0,Friendly,United States,0,1
3535,6/2/2022,Tunisia,Equatorial Guinea,4,0,African Nations Cup qualifier,Tunisia,1,4
3536,6/2/2022,Mozambique,Rwanda,1,1,African Nations Cup qualifier,South Africa,0,0
3537,6/2/2022,Panama,Costa Rica,2,0,CONCACAF Nations League A,Panama,1,2
3538,6/2/2022,French Guiana,Guatemala,2,0,CONCACAF Nations League B,French Guiana,1,2
3539,6/2/2022,Uruguay,Mexico,3,0,Friendly,United States,0,3
3540,6/2/2022,Antigua and Barbuda,Barbados,1,0,CONCACAF Nations League B,Saint Lucia,0,1
3541,6/2/2022,Anguilla,Dominica,0,0,CONCACAF Nations League C,Anguilla,1,0
3542,6/2/2022,Guadeloupe,Cuba,2,1,CONCACAF Nations League B,Guadeloupe,1,1
3543,6/2/2022,Belize,Dominican Republic,0,2,CONCACAF Nations League B,Belize,1,-2
3544,6/2/2022,Northern Ireland,Greece,0,1,European Nations League C,Northern Ireland,1,-1
3545,6/2/2022,Czechia,Switzerland,2,1,European Nations League A,Czechia,1,1
3546,6/2/2022,Slovenia,Sweden,0,2,European Nations League B,Slovenia,1,-2
3547,6/2/2022,Serbia,Norway,0,1,European Nations League B,Serbia,1,-1
3548,6/2/2022,Estonia,San Marino,2,0,European Nations League D,Estonia,1,2
3549,6/2/2022,Spain,Portugal,1,1,European Nations League A,Spain,1,0
3550,6/2/2022,Bulgaria,North Macedonia,1,1,European Nations League C,Bulgaria,1,0
3551,6/2/2022,Israel,Iceland,2,2,European Nations League B,Israel,1,0
3552,6/2/2022,Cyprus,Kosovo,0,2,European Nations League C,Cyprus,1,-2
3553,6/2/2022,Georgia,Gibraltar,4,0,European Nations League C,Georgia,1,4
3554,6/3/2022,Oman,Nepal,2,0,Friendly,Qatar,0,2
3555,6/3/2022,Ivory Coast,Zambia,3,1,African Nations Cup qualifier,Ivory Coast,1,2
